"","session.code","subsession.round_number","participant.id_in_session","player.id_in_group","player.t","player.vote","player.bid","player.lama","player.payoff","group.price","group.policy","group.uniforme","group.costo","player.why_accept","player.why_reject","player.other_accept","player.other_reject","player.age","player.gender","player.major","player.political","player.gpa","player.finalassets","player.lama_star","player.vote_cond","marca","total_yes","player.better.yes","player.change_vote","player.better.yes.lag","player.t.lag","player.vote.lag","group.policy.lag","total_yes.lag","player.bid.delta"
"40","49mqxl65",41,1,1,-1,NA,75,0,80,80,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,2,0,NA,0,-1,NA,1,7,0
"41","49mqxl65",42,1,1,-1,NA,75,0,80,80,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,3,0,NA,0,-1,NA,0,2,0
"42","49mqxl65",43,1,1,-1,NA,75,0,86,86,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,0,0,NA,0,-1,NA,0,3,0
"43","49mqxl65",44,1,1,-1,NA,88,0,90,90,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,1,0,NA,0,-1,NA,0,0,13
"44","49mqxl65",45,1,1,-1,NA,70,0,95,95,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,12,1,0,NA,0,-1,NA,0,1,-18
"45","49mqxl65",46,1,1,1,0,100,0,105,95,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,12,1,0,NA,0,-1,NA,0,1,30
"46","49mqxl65",47,1,1,0,0,110,0,100,110,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.6,0,12,0,0,0,0,1,0,0,1,10
"47","49mqxl65",48,1,1,1,0,115,0,90,110,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,12,1,0,0,0,0,0,0,0,5
"48","49mqxl65",1,2,2,-1,NA,20,1,50,50,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA
"49","49mqxl65",2,2,2,1,1,90,1,185,75,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,8,1,NA,1,-1,NA,0,4,70
"50","49mqxl65",3,2,2,1,1,95,1,190,70,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,8,1,0,1,1,1,1,8,5
"51","49mqxl65",4,2,2,1,1,86,1,180,80,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,7,1,0,1,1,1,1,8,-9
"52","49mqxl65",5,2,2,0,1,90,1,100,90,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.2,1,2,4,1,0,1,1,1,1,7,4
"53","49mqxl65",6,2,2,1,0,97,1,105,95,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,2,4,1,-1,1,0,1,0,4,7
