participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.t,player.vote,player.bid,player.ask,player.lama,player.payoff,group.id_in_subsession,group.price,group.q,group.policy,group.costo,group.uniforme,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,tf3u5lqe,,0,432,900,voting,Payment,2022-10-06 22:27:46.374006+00:00,1,,,100,1,,-1,0,20.00,20.00,1.00,50,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
2,qrdmcwks,,0,432,900,voting,Payment,2022-10-06 22:27:44.350559+00:00,1,,,100,2,,-1,0,20.00,20.00,1.00,50,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
3,qdfl45xi,,0,432,900,voting,Payment,2022-10-06 22:28:07.028671+00:00,1,,,60,3,,-1,0,15.00,15.00,1.00,50,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
4,3jcute3e,,0,432,900,voting,Payment,2022-10-06 22:28:08.661912+00:00,1,,,100,4,,1,1,50.00,50.00,1.00,150,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
5,tcm82tgr,,0,432,900,voting,Payment,2022-10-06 22:28:39.447989+00:00,1,,,80,5,,-1,0,10.00,10.00,1.00,50,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
6,uyoj73yi,,0,432,900,voting,Payment,2022-10-06 22:27:54.450850+00:00,1,,,100,6,,1,0,50.00,50.00,0.00,150,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
7,xiu1zf2n,,0,432,900,voting,Payment,2022-10-06 22:27:44.044828+00:00,1,,,160,7,,1,0,100.00,100.00,0.00,150,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
8,6d7fz4el,,0,432,900,voting,Payment,2022-10-06 22:27:42.509001+00:00,1,,,160,8,,1,0,50.00,50.00,0.00,150,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
9,ki7moha2,,0,432,900,voting,Payment,2022-10-06 22:27:42.166444+00:00,1,,,160,9,,0,0,50.00,50.00,0.00,100,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
10,tptly5xu,,0,432,900,voting,Payment,2022-10-06 22:27:45.197023+00:00,1,,,200,10,,-1,0,5.00,5.00,0.00,50,1,50.00,6,0,20,0,1,49mqxl65,,,,,0
