participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;player.id_in_group;player.role;player.t;player.vote;player.bid;player.ask;player.lama;player.payoff;group.id_in_subsession;group.price;group.q;group.policy;group.costo;group.uniforme;subsession.round_number;session.code;session.label;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;-1;0;25.00;25.00;1.00;170;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
2;nw869p4e;;0;432;900;voting;Payment;2022-10-19 22:32:56.280775+00:00;1;;;200;2;;-1;0;60.00;60.00;1.00;170;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
3;7ssn57gu;;0;432;900;voting;Payment;2022-10-19 22:32:45.168961+00:00;1;;;130;3;;1;1;110.00;110.00;1.00;190;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
4;d5fs21ka;;0;432;900;voting;Payment;2022-10-19 22:32:38.999242+00:00;1;;;130;4;;1;1;75.00;75.00;1.00;190;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
5;0upn57p1;;0;432;900;voting;Payment;2022-10-19 22:32:44.946945+00:00;1;;;165;5;;1;1;100.00;100.00;1.00;190;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
6;0s24lxyo;;0;432;900;voting;Payment;2022-10-19 22:33:06.360445+00:00;1;;;100;6;;-1;0;12.00;12.00;0.00;70;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
7;4zgji60r;;0;432;900;voting;Payment;2022-10-19 22:32:46.920398+00:00;1;;;100;7;;0;0;70.00;70.00;0.00;80;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
8;tts9df6t;;0;432;900;voting;Payment;2022-10-19 22:33:13.565546+00:00;1;;;30;8;;1;0;100.00;100.00;0.00;90;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
9;63yz5x2l;;0;432;900;voting;Payment;2022-10-19 22:32:43.155978+00:00;1;;;100;9;;1;0;80.00;80.00;0.00;90;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
10;xb700oj4;;0;432;900;voting;Payment;2022-10-19 22:33:00.054407+00:00;1;;;30;10;;-1;0;40.00;40.00;0.00;70;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
11;p7k0ycji;;0;432;900;voting;Payment;2022-10-19 22:32:56.939773+00:00;1;;;100;11;;-1;0;50.00;50.00;0.00;70;1;70.00;6;1;20;0;1;cvy0prtv;;;;;0
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;-1;0;50.00;50.00;1.00;175;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
2;nw869p4e;;0;432;900;voting;Payment;2022-10-19 22:32:56.280775+00:00;1;;;200;2;;-1;0;50.00;50.00;1.00;175;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
3;7ssn57gu;;0;432;900;voting;Payment;2022-10-19 22:32:45.168961+00:00;1;;;130;3;;1;0;95.00;95.00;1.00;185;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
4;d5fs21ka;;0;432;900;voting;Payment;2022-10-19 22:32:38.999242+00:00;1;;;130;4;;1;1;85.00;85.00;1.00;185;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
5;0upn57p1;;0;432;900;voting;Payment;2022-10-19 22:32:44.946945+00:00;1;;;165;5;;1;1;100.00;100.00;1.00;185;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
6;0s24lxyo;;0;432;900;voting;Payment;2022-10-19 22:33:06.360445+00:00;1;;;100;6;;1;1;78.00;78.00;0.00;85;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
7;4zgji60r;;0;432;900;voting;Payment;2022-10-19 22:32:46.920398+00:00;1;;;100;7;;0;0;75.00;75.00;0.00;80;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
8;tts9df6t;;0;432;900;voting;Payment;2022-10-19 22:33:13.565546+00:00;1;;;30;8;;1;1;80.00;80.00;0.00;85;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
9;63yz5x2l;;0;432;900;voting;Payment;2022-10-19 22:32:43.155978+00:00;1;;;100;9;;-1;0;50.00;50.00;0.00;75;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
10;xb700oj4;;0;432;900;voting;Payment;2022-10-19 22:33:00.054407+00:00;1;;;30;10;;-1;0;70.00;70.00;0.00;75;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
11;p7k0ycji;;0;432;900;voting;Payment;2022-10-19 22:32:56.939773+00:00;1;;;100;11;;-1;0;30.00;30.00;0.00;75;1;75.00;6;1;20;0;2;cvy0prtv;;;;;0
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;-1;0;85.00;85.00;1.00;185;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
2;nw869p4e;;0;432;900;voting;Payment;2022-10-19 22:32:56.280775+00:00;1;;;200;2;;0;1;85.00;85.00;1.00;180;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
3;7ssn57gu;;0;432;900;voting;Payment;2022-10-19 22:32:45.168961+00:00;1;;;130;3;;1;1;100.00;100.00;1.00;175;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
4;d5fs21ka;;0;432;900;voting;Payment;2022-10-19 22:32:38.999242+00:00;1;;;130;4;;1;1;90.00;90.00;1.00;175;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
5;0upn57p1;;0;432;900;voting;Payment;2022-10-19 22:32:44.946945+00:00;1;;;165;5;;1;1;150.00;150.00;1.00;175;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
6;0s24lxyo;;0;432;900;voting;Payment;2022-10-19 22:33:06.360445+00:00;1;;;100;6;;-1;0;60.00;60.00;0.00;85;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
7;4zgji60r;;0;432;900;voting;Payment;2022-10-19 22:32:46.920398+00:00;1;;;100;7;;-1;0;70.00;70.00;0.00;85;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
8;tts9df6t;;0;432;900;voting;Payment;2022-10-19 22:33:13.565546+00:00;1;;;30;8;;1;1;90.00;90.00;0.00;75;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
9;63yz5x2l;;0;432;900;voting;Payment;2022-10-19 22:32:43.155978+00:00;1;;;100;9;;1;0;100.00;100.00;0.00;75;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
10;xb700oj4;;0;432;900;voting;Payment;2022-10-19 22:33:00.054407+00:00;1;;;30;10;;-1;0;80.00;80.00;0.00;85;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
11;p7k0ycji;;0;432;900;voting;Payment;2022-10-19 22:32:56.939773+00:00;1;;;100;11;;-1;0;80.00;80.00;0.00;85;1;85.00;6;1;20;0;3;cvy0prtv;;;;;0
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;1;1;100.00;100.00;1.00;105;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
2;nw869p4e;;0;432;900;voting;Payment;2022-10-19 22:32:56.280775+00:00;1;;;200;2;;-1;0;86.00;86.00;1.00;95;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
3;7ssn57gu;;0;432;900;voting;Payment;2022-10-19 22:32:45.168961+00:00;1;;;130;3;;1;0;100.00;100.00;1.00;105;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
4;d5fs21ka;;0;432;900;voting;Payment;2022-10-19 22:32:38.999242+00:00;1;;;130;4;;-1;0;90.00;90.00;1.00;95;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
5;0upn57p1;;0;432;900;voting;Payment;2022-10-19 22:32:44.946945+00:00;1;;;165;5;;0;0;95.00;95.00;1.00;100;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
6;0s24lxyo;;0;432;900;voting;Payment;2022-10-19 22:33:06.360445+00:00;1;;;100;6;;-1;0;80.00;80.00;0.00;95;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
7;4zgji60r;;0;432;900;voting;Payment;2022-10-19 22:32:46.920398+00:00;1;;;100;7;;-1;0;72.00;72.00;0.00;95;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
8;tts9df6t;;0;432;900;voting;Payment;2022-10-19 22:33:13.565546+00:00;1;;;30;8;;1;0;120.00;120.00;0.00;105;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
9;63yz5x2l;;0;432;900;voting;Payment;2022-10-19 22:32:43.155978+00:00;1;;;100;9;;-1;0;80.00;80.00;0.00;95;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
10;xb700oj4;;0;432;900;voting;Payment;2022-10-19 22:33:00.054407+00:00;1;;;30;10;;1;0;95.00;95.00;0.00;105;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
11;p7k0ycji;;0;432;900;voting;Payment;2022-10-19 22:32:56.939773+00:00;1;;;100;11;;1;0;100.00;100.00;0.00;105;1;95.00;6;0;20;0;4;cvy0prtv;;;;;0
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;1;0;160.00;160.00;1.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
2;nw869p4e;;0;432;900;voting;Payment;2022-10-19 22:32:56.280775+00:00;1;;;200;2;;0;1;100.00;100.00;1.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
3;7ssn57gu;;0;432;900;voting;Payment;2022-10-19 22:32:45.168961+00:00;1;;;130;3;;0;1;100.00;100.00;1.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
4;d5fs21ka;;0;432;900;voting;Payment;2022-10-19 22:32:38.999242+00:00;1;;;130;4;;-1;0;100.00;100.00;1.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
5;0upn57p1;;0;432;900;voting;Payment;2022-10-19 22:32:44.946945+00:00;1;;;165;5;;0;1;100.00;100.00;1.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
6;0s24lxyo;;0;432;900;voting;Payment;2022-10-19 22:33:06.360445+00:00;1;;;100;6;;-1;0;85.00;85.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
7;4zgji60r;;0;432;900;voting;Payment;2022-10-19 22:32:46.920398+00:00;1;;;100;7;;-1;0;80.00;80.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
8;tts9df6t;;0;432;900;voting;Payment;2022-10-19 22:33:13.565546+00:00;1;;;30;8;;1;0;120.00;120.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
9;63yz5x2l;;0;432;900;voting;Payment;2022-10-19 22:32:43.155978+00:00;1;;;100;9;;-1;0;80.00;80.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
10;xb700oj4;;0;432;900;voting;Payment;2022-10-19 22:33:00.054407+00:00;1;;;30;10;;1;1;105.00;105.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
11;p7k0ycji;;0;432;900;voting;Payment;2022-10-19 22:32:56.939773+00:00;1;;;100;11;;1;0;140.00;140.00;0.00;100;1;100.00;7;0;20;0;5;cvy0prtv;;;;;0
1;y7trihpc;;0;432;900;voting;Payment;2022-10-19 22:33:07.972112+00:00;1;;;130;1;;-1;0;100.00;100.00;1.00;101;1;101.00;6;0;20;0;6;cvy0prtv;;;;;0
